"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","covid19","pop2011"
1,3,16,0,16,16030,"016030","Bonate Sopra",NA,0,38,8920
1,3,16,0,16,16031,"016031","Bonate Sotto",NA,0,18,6455
1,3,16,0,16,16032,"016032","Borgo di Terzo",NA,0,7,1090
1,3,15,215,215,15236,"015236","Vernate",NA,0,8,3181
1,3,16,0,16,16042,"016042","Brusaporto",NA,0,26,5393
1,3,16,0,16,16043,"016043","Calcinate",NA,0,24,5782
1,3,16,0,16,16023,"016023","Berbenno",NA,0,12,2442
1,3,16,0,16,16025,"016025","Berzo San Fermo",NA,0,10,1298
1,3,16,0,16,16094,"016094","Entratico",NA,0,5,1878
1,3,16,0,16,16096,"016096","Fara Gera d'Adda",NA,0,19,7913
1,3,16,0,16,16121,"016121","Isola di Fondra",NA,0,0,192
1,3,16,0,16,16122,"016122","Isso",NA,0,0,660
1,3,16,0,16,16123,"016123","Lallio",NA,0,16,4124
1,3,15,215,215,15055,"015055","Casarile",NA,0,8,3867
1,3,15,215,215,15058,"015058","Casorezzo",NA,0,11,5355
1,3,15,215,215,15059,"015059","Cassano d'Adda",NA,0,37,18552
1,3,20,0,20,20066,"020066","Viadana",NA,0,77,19157
1,3,14,0,14,14058,"014058","San Giacomo Filippo",NA,0,0,395
1,3,14,0,14,14059,"014059","Sernio",NA,0,0,500
1,3,14,0,14,14014,"014014","Castello dell'Acqua",NA,0,0,643
1,3,14,0,14,14015,"014015","Castione Andevenno",NA,0,0,1562
1,3,14,0,14,14030,"014030","Fusine",NA,0,0,611
1,3,14,0,14,14031,"014031","Gerola Alta",NA,0,0,189
1,3,19,0,19,19002,"019002","Agnadello",NA,0,23,3757
1,3,20,0,20,20003,"020003","Bagnolo San Vito",NA,0,6,5874
1,3,18,0,18,18114,"018114","Pieve Porto Morone",NA,0,26,2788
1,3,19,0,19,19056,"019056","Malagnino",NA,0,17,1525
1,3,19,0,19,19057,"019057","Martignana di Po",NA,0,13,1893
1,3,19,0,19,19104,"019104","Ticengo",NA,0,0,448
1,3,19,0,19,19105,"019105","Torlino Vimercati",NA,0,0,449
1,3,19,0,19,19106,"019106","Tornata",NA,0,0,491
1,3,19,0,19,19100,"019100","Spinadesco",NA,0,13,1575
1,3,19,0,19,19101,"019101","Spineda",NA,0,6,633
1,3,19,0,19,19102,"019102","Spino d'Adda",NA,0,17,6851
1,3,19,0,19,19103,"019103","Stagno Lombardo",NA,0,16,1570
1,3,18,0,18,18117,"018117","Ponte Nizza",NA,0,9,811
1,3,18,0,18,18118,"018118","Portalbera",NA,0,0,1551
1,3,18,0,18,18119,"018119","Rea",NA,0,0,432
1,3,19,0,19,19060,"019060","Moscazzano",NA,0,5,822
1,3,19,0,19,19061,"019061","Motta Baluffi",NA,0,6,980
1,3,19,0,19,19062,"019062","Offanengo",NA,0,59,5869
1,3,19,0,19,19097,"019097","Soncino",NA,0,38,7699
1,3,19,0,19,19032,"019032","Corte de' Cortesi con Cignone",NA,0,7,1123
1,3,20,0,20,20030,"020030","Mantova",NA,1,77,46649
1,3,16,0,16,16153,"016153","Osio Sotto",NA,0,61,12080
1,3,16,0,16,16154,"016154","Pagazzano",NA,0,5,2082
1,3,16,0,16,16155,"016155","Paladina",NA,0,36,3996
1,3,18,0,18,18120,"018120","Redavalle",NA,0,0,1056
1,3,18,0,18,18121,"018121","Retorbido",NA,0,5,1506
1,3,18,0,18,18165,"018165","Trovo",NA,0,0,1023
1,3,19,0,19,19098,"019098","Soresina",NA,0,99,8995
1,3,15,215,215,15125,"015125","Locate di Triulzi",NA,0,21,9655
1,3,16,0,16,16015,"016015","Aviatico",NA,0,0,517
1,3,15,215,215,15060,"015060","Cassina de' Pecchi",NA,0,18,13206
1,3,15,215,215,15061,"015061","Cassinetta di Lugagnano",NA,0,0,1884
1,3,16,0,16,16223,"016223","Valbondione",NA,0,12,1085
1,3,16,0,16,16131,"016131","Madone",NA,0,11,3943
1,3,16,0,16,16144,"016144","Nembro",NA,0,184,11542
1,3,16,0,16,16238,"016238","Villa d'Adda",NA,0,25,4735
1,3,16,0,16,16239,"016239","Villa d'Almè",NA,0,47,6811
1,3,16,0,16,16240,"016240","Villa di Serio",NA,0,66,6620
1,3,15,215,215,15170,"015170","Pero",NA,0,16,10291
1,3,15,215,215,15171,"015171","Peschiera Borromeo",NA,0,40,22254
1,3,15,215,215,15172,"015172","Pessano con Bornago",NA,0,14,9064
1,3,16,0,16,16013,"016013","Arzago d'Adda",NA,0,5,2760
1,3,16,0,16,16132,"016132","Mapello",NA,0,36,6453
1,3,16,0,16,16133,"016133","Martinengo",NA,0,57,10088
1,3,16,0,16,16147,"016147","Oltressenda Alta",NA,0,0,174
1,3,16,0,16,16146,"016146","Oltre il Colle",NA,0,10,1058
1,3,16,0,16,16148,"016148","Oneta",NA,0,0,652
1,3,16,0,16,16012,"016012","Ardesio",NA,0,15,3632
1,3,16,0,16,16177,"016177","Pumenengo",NA,0,6,1695
1,3,16,0,16,16178,"016178","Ranica",NA,0,36,5986
1,3,16,0,16,16179,"016179","Ranzanico",NA,0,8,1261
1,3,16,0,16,16188,"016188","San Giovanni Bianco",NA,0,42,5071
1,3,16,0,16,16189,"016189","San Paolo d'Argon",NA,0,33,5386
1,3,16,0,16,16190,"016190","San Pellegrino Terme",NA,0,36,4950
1,3,16,0,16,16061,"016061","Cassiglio",NA,0,0,122
1,3,16,0,16,16062,"016062","Castelli Calepio",NA,0,51,9612
1,3,16,0,16,16063,"016063","Castel Rozzone",NA,0,15,2896
1,3,16,0,16,16065,"016065","Castro",NA,0,6,1383
1,3,16,0,16,16225,"016225","Valgoglio",NA,0,0,607
1,3,16,0,16,16226,"016226","Valleve",NA,0,0,136
1,3,17,0,17,17020,"017020","Borgo San Giacomo",NA,0,55,5496
1,3,17,0,17,17021,"017021","Borgosatollo",NA,0,67,9094
1,3,16,0,16,16237,"016237","Vigolo",NA,0,6,607
1,3,16,0,16,16191,"016191","Santa Brigida",NA,0,5,597
1,3,15,215,215,15062,"015062","Castano Primo",NA,0,14,10990
1,3,15,215,215,15070,"015070","Cernusco sul Naviglio",NA,0,69,30697
1,3,16,0,16,16114,"016114","Gorlago",NA,0,24,5028
1,3,16,0,16,16115,"016115","Gorle",NA,0,42,6445
1,3,16,0,16,16116,"016116","Gorno",NA,0,19,1636
1,3,16,0,16,16194,"016194","Scanzorosciate",NA,0,53,9835
1,3,16,0,16,16103,"016103","Foppolo",NA,0,0,202
1,3,16,0,16,16104,"016104","Foresto Sparso",NA,0,15,3153
1,3,17,0,17,17010,"017010","Bagolino",NA,0,7,3940
1,3,16,0,16,16218,"016218","Trescore Balneario",NA,0,48,9427
1,3,16,0,16,16139,"016139","Montello",NA,0,21,3173
1,3,16,0,16,16140,"016140","Morengo",NA,0,8,2581
1,3,16,0,16,16141,"016141","Mornico al Serio",NA,0,12,2890
1,3,16,0,16,16161,"016161","Peia",NA,0,9,1864
1,3,16,0,16,16162,"016162","Pianico",NA,0,8,1512
1,3,16,0,16,16163,"016163","Piario",NA,0,11,1109
1,3,16,0,16,16164,"016164","Piazza Brembana",NA,0,5,1235
1,3,17,0,17,17024,"017024","Bovegno",NA,0,0,2269
1,3,16,0,16,16219,"016219","Treviglio",NA,0,110,28410
1,3,16,0,16,16124,"016124","Leffe",NA,0,36,4671
1,3,16,0,16,16125,"016125","Lenna",NA,0,7,641
1,3,16,0,16,16184,"016184","Roncobello",NA,0,0,429
1,3,16,0,16,16185,"016185","Roncola",NA,0,0,739
1,3,16,0,16,16186,"016186","Rota d'Imagna",NA,0,6,926
1,3,16,0,16,16247,"016247","Costa Serina",NA,0,8,973
1,3,16,0,16,16248,"016248","Algua",NA,0,0,721
1,3,16,0,16,16249,"016249","Cornalba",NA,0,0,301
1,3,16,0,16,16105,"016105","Fornovo San Giovanni",NA,0,14,3319
1,3,16,0,16,16006,"016006","Almenno San Bartolomeo",NA,0,21,6030
1,3,16,0,16,16007,"016007","Almenno San Salvatore",NA,0,21,5831
1,3,16,0,16,16126,"016126","Levate",NA,0,17,3802
1,3,16,0,16,16171,"016171","Pontida",NA,0,12,3210
1,3,16,0,16,16172,"016172","Pontirolo Nuovo",NA,0,16,4993
1,3,17,0,17,17016,"017016","Berzo Demo",NA,0,5,1720
1,3,17,0,17,17017,"017017","Berzo Inferiore",NA,0,8,2456
1,3,16,0,16,16210,"016210","Taleggio",NA,0,0,603
1,3,16,0,16,16211,"016211","Tavernola Bergamasca",NA,0,13,2140
1,3,16,0,16,16056,"016056","Carona",NA,0,0,359
1,3,16,0,16,16057,"016057","Carvico",NA,0,16,4666
1,3,15,215,215,15042,"015042","Calvignasco",NA,0,0,1182
1,3,16,0,16,16173,"016173","Pradalunga",NA,0,43,4636
1,3,17,0,17,17006,"017006","Angolo Terme",NA,0,11,2503
1,3,16,0,16,16230,"016230","Vedeseta",NA,0,0,210
1,3,16,0,16,16232,"016232","Verdellino",NA,0,33,7654
1,3,16,0,16,16233,"016233","Verdello",NA,0,35,7748
1,3,16,0,16,16212,"016212","Telgate",NA,0,31,4857
1,3,16,0,16,16117,"016117","Grassobbio",NA,0,44,6345
1,3,16,0,16,16118,"016118","Gromo",NA,0,13,1239
1,3,15,215,215,15044,"015044","Cambiago",NA,0,8,6508
1,3,15,215,215,15046,"015046","Canegrate",NA,0,13,12438
1,3,15,215,215,15050,"015050","Carpiano",NA,0,5,3976
1,3,15,215,215,15051,"015051","Carugate",NA,0,31,14175
1,3,17,0,17,17007,"017007","Artogne",NA,0,19,3571
1,3,16,0,16,16220,"016220","Treviolo",NA,0,59,10302
1,3,16,0,16,16221,"016221","Ubiale Clanezzo",NA,0,10,1399
1,3,16,0,16,16142,"016142","Mozzanica",NA,0,9,4574
1,3,16,0,16,16143,"016143","Mozzo",NA,0,41,7460
1,3,16,0,16,16145,"016145","Olmo al Brembo",NA,0,0,518
1,3,16,0,16,16119,"016119","Grone",NA,0,5,913
1,3,16,0,16,16165,"016165","Piazzatorre",NA,0,0,437
1,3,16,0,16,16166,"016166","Piazzolo",NA,0,0,84
1,3,18,0,18,18188,"018188","Zerbo",NA,0,0,445
1,3,20,0,20,20047,"020047","Quistello",NA,0,7,5722
1,3,14,0,14,14052,"014052","Ponte in Valtellina",NA,0,0,2304
1,3,14,0,14,14053,"014053","Postalesio",NA,0,0,659
1,3,14,0,14,14054,"014054","Prata Camportaccio",NA,0,0,2921
1,3,14,0,14,14065,"014065","Teglio",NA,0,7,4654
1,3,17,0,17,17109,"017109","Moniga del Garda",NA,0,9,2436
1,3,17,0,17,17191,"017191","Treviso Bresciano",NA,0,0,566
1,3,18,0,18,18005,"018005","Arena Po",NA,0,8,1625
1,3,18,0,18,18006,"018006","Badia Pavese",NA,0,0,402
1,3,17,0,17,17155,"017155","Prevalle",NA,0,10,6816
1,3,17,0,17,17179,"017179","Sirmione",NA,0,18,7438
1,3,17,0,17,17192,"017192","Urago d'Oglio",NA,0,11,3877
1,3,17,0,17,17121,"017121","Odolo",NA,0,0,2086
1,3,17,0,17,17122,"017122","Offlaga",NA,0,20,4269
1,3,18,0,18,18007,"018007","Bagnaria",NA,0,0,675
1,3,18,0,18,18112,"018112","Pieve Albignola",NA,0,0,916
1,3,18,0,18,18155,"018155","Torrazza Coste",NA,0,7,1693
1,3,16,0,16,16201,"016201","Songavazzo",NA,0,12,702
1,3,16,0,16,16202,"016202","Sorisole",NA,0,40,9097
1,3,18,0,18,18166,"018166","Val di Nizza",NA,0,0,655
1,3,18,0,18,18167,"018167","Valeggio",NA,0,0,236
1,3,19,0,19,19044,"019044","Formigara",NA,0,6,1116
1,3,18,0,18,18133,"018133","San Cipriano Po",NA,0,0,516
1,3,18,0,18,18134,"018134","San Damiano al Colle",NA,0,0,719
1,3,18,0,18,18156,"018156","Torre Beretti e Castellaro",NA,0,0,588
1,3,18,0,18,18157,"018157","Torre d'Arese",NA,0,0,977
1,3,18,0,18,18158,"018158","Torre de' Negri",NA,0,0,347
1,3,16,0,16,16199,"016199","Serina",NA,0,13,2165
1,3,16,0,16,16016,"016016","Azzano San Paolo",NA,0,34,7597
1,3,15,215,215,15022,"015022","Besate",NA,0,0,2022
1,3,15,215,215,15024,"015024","Binasco",NA,0,11,7158
1,3,15,215,215,15026,"015026","Boffalora sopra Ticino",NA,0,5,4195
1,3,14,0,14,14016,"014016","Cedrasco",NA,0,0,455
1,3,14,0,14,14017,"014017","Cercino",NA,0,0,754
1,3,14,0,14,14018,"014018","Chiavenna",NA,0,0,7297
1,3,18,0,18,18093,"018093","Miradolo Terme",NA,0,16,3792
1,3,18,0,18,18106,"018106","Ottobiano",NA,0,0,1181
1,3,18,0,18,18107,"018107","Palestro",NA,0,0,1885
1,3,18,0,18,18108,"018108","Pancarana",NA,0,0,316
1,3,18,0,18,18109,"018109","Parona",NA,0,7,1987
1,3,18,0,18,18081,"018081","Linarolo",NA,0,5,2754
1,3,18,0,18,18082,"018082","Lirio",NA,0,0,136
1,3,18,0,18,18083,"018083","Lomello",NA,0,5,2295
1,3,18,0,18,18084,"018084","Lungavilla",NA,0,0,2412
1,3,16,0,16,16080,"016080","Colzate",NA,0,13,1664
1,3,16,0,16,16081,"016081","Comun Nuovo",NA,0,13,4163
1,3,15,215,215,15151,"015151","Motta Visconti",NA,0,0,7601
1,3,16,0,16,16024,"016024","Bergamo",NA,1,808,115349
1,3,15,215,215,15210,"015210","Settala",NA,0,14,7328
1,3,15,215,215,15211,"015211","Settimo Milanese",NA,0,24,19148
1,3,15,215,215,15213,"015213","Solaro",NA,0,11,13890
1,3,15,215,215,15219,"015219","Trezzano Rosa",NA,0,7,4861
1,3,16,0,16,16064,"016064","Castione della Presolana",NA,0,37,3455
1,3,16,0,16,16066,"016066","Cavernago",NA,0,6,2508
1,3,15,215,215,15154,"015154","Nerviano",NA,0,19,17089
1,3,15,215,215,15155,"015155","Nosate",NA,0,0,689
1,3,15,215,215,15157,"015157","Novate Milanese",NA,0,33,19938
1,3,17,0,17,17029,"017029","Brescia",NA,1,828,189902
1,3,12,0,12,12080,"012080","Gornate Olona",NA,0,0,2227
1,3,12,0,12,12104,"012104","Monvalle",NA,0,0,1944
1,3,20,0,20,20041,"020041","Piubega",NA,0,5,1768
1,3,20,0,20,20018,"020018","Cavriana",NA,0,10,3911
1,3,20,0,20,20019,"020019","Ceresara",NA,0,0,2712
1,3,20,0,20,20020,"020020","Commessaggio",NA,0,0,1169
1,3,20,0,20,20029,"020029","Magnacavallo",NA,0,0,1669
1,3,20,0,20,20032,"020032","Mariana Mantovana",NA,0,0,729
1,3,14,0,14,14060,"014060","Sondalo",NA,0,0,4237
1,3,14,0,14,14071,"014071","Valdidentro",NA,0,9,4045
1,3,14,0,14,14049,"014049","Piateda",NA,0,0,2309
1,3,14,0,14,14033,"014033","Grosio",NA,0,0,4619
1,3,14,0,14,14051,"014051","Poggiridenti",NA,0,0,1865
1,3,14,0,14,14007,"014007","Berbenno di Valtellina",NA,0,0,4308
1,3,14,0,14,14008,"014008","Bianzone",NA,0,5,1273
1,3,14,0,14,14009,"014009","Bormio",NA,0,12,4036
1,3,14,0,14,14020,"014020","Chiuro",NA,0,6,2524
1,3,14,0,14,14021,"014021","Cino",NA,0,0,373
1,3,18,0,18,18096,"018096","Montecalvo Versiggia",NA,0,0,561
1,3,18,0,18,18097,"018097","Montescano",NA,0,0,383
1,3,18,0,18,18180,"018180","Villanterio",NA,0,14,3153
1,3,20,0,20,20042,"020042","Poggio Rusco",NA,0,20,6521
1,3,18,0,18,18085,"018085","Magherno",NA,0,5,1690
1,3,18,0,18,18086,"018086","Marcignago",NA,0,0,2440
1,3,18,0,18,18087,"018087","Marzano",NA,0,5,1559
1,3,17,0,17,17138,"017138","San Paolo",NA,0,49,4504
1,3,17,0,17,17131,"017131","Paisco Loveno",NA,0,0,198
1,3,17,0,17,17132,"017132","Paitone",NA,0,0,2091
1,3,17,0,17,17108,"017108","Milzano",NA,0,0,1799
1,3,14,0,14,14067,"014067","Torre di Santa Maria",NA,0,0,824
1,3,14,0,14,14003,"014003","Andalo Valtellino",NA,0,0,552
1,3,14,0,14,14004,"014004","Aprica",NA,0,0,1588
1,3,14,0,14,14005,"014005","Ardenno",NA,0,0,3270
1,3,14,0,14,14006,"014006","Bema",NA,0,0,130
1,3,20,0,20,20048,"020048","Redondesco",NA,0,0,1335
1,3,14,0,14,14055,"014055","Rasura",NA,0,0,292
1,3,14,0,14,14010,"014010","Buglio in Monte",NA,0,0,2091
1,3,14,0,14,14011,"014011","Caiolo",NA,0,0,1035
1,3,14,0,14,14026,"014026","Delebio",NA,0,0,3173
1,3,14,0,14,14027,"014027","Dubino",NA,0,0,3551
1,3,14,0,14,14028,"014028","Faedo Valtellino",NA,0,0,545
1,3,14,0,14,14029,"014029","Forcola",NA,0,0,835
1,3,15,215,215,15012,"015012","Bareggio",NA,0,32,17035
1,3,15,215,215,15014,"015014","Basiano",NA,0,0,3639
1,3,15,215,215,15015,"015015","Basiglio",NA,0,14,7567
1,3,15,215,215,15016,"015016","Bellinzago Lombardo",NA,0,0,3810
1,3,15,215,215,15019,"015019","Bernate Ticino",NA,0,0,3071
1,3,14,0,14,14012,"014012","Campodolcino",NA,0,0,1037
1,3,14,0,14,14013,"014013","Caspoggio",NA,0,6,1500
1,3,18,0,18,18088,"018088","Mede",NA,0,0,6912
1,3,18,0,18,18101,"018101","Mornico Losana",NA,0,0,721
1,3,18,0,18,18103,"018103","Nicorvo",NA,0,0,364
1,3,18,0,18,18104,"018104","Olevano di Lomellina",NA,0,0,783
1,3,18,0,18,18105,"018105","Oliva Gessi",NA,0,0,173
1,3,18,0,18,18078,"018078","Landriano",NA,0,12,5917
1,3,18,0,18,18079,"018079","Langosco",NA,0,0,436
1,3,18,0,18,18080,"018080","Lardirago",NA,0,0,1200
1,3,18,0,18,18089,"018089","Menconico",NA,0,0,378
1,3,18,0,18,18091,"018091","Mezzana Rabattone",NA,0,0,502
1,3,18,0,18,18092,"018092","Mezzanino",NA,0,0,1494
1,3,20,0,20,20026,"020026","Goito",NA,0,34,10289
1,3,20,0,20,20037,"020037","Motteggiana",NA,0,0,2516
1,3,20,0,20,20038,"020038","Ostiglia",NA,0,6,6940
1,3,14,0,14,14068,"014068","Tovo di Sant'Agata",NA,0,0,624
1,3,20,0,20,20016,"020016","Castellucchio",NA,0,0,5205
1,3,20,0,20,20017,"020017","Castiglione delle Stiviere",NA,0,69,22052
1,3,20,0,20,20065,"020065","Suzzara",NA,0,19,20545
1,3,17,0,17,17126,"017126","Orzivecchi",NA,0,17,2485
1,3,17,0,17,17127,"017127","Ospitaletto",NA,0,65,13579
1,3,17,0,17,17110,"017110","Monno",NA,0,0,564
1,3,17,0,17,17194,"017194","Valvestino",NA,0,0,212
1,3,17,0,17,17202,"017202","Vione",NA,0,0,723
1,3,17,0,17,17205,"017205","Zone",NA,0,0,1091
1,3,17,0,17,17174,"017174","Sarezzo",NA,0,47,13469
1,3,18,0,18,18053,"018053","Copiano",NA,0,0,1794
1,3,18,0,18,18044,"018044","Ceretto Lomellina",NA,0,0,205
1,3,18,0,18,18045,"018045","Cergnago",NA,0,0,754
1,3,18,0,18,18046,"018046","Certosa di Pavia",NA,0,5,5004
1,3,17,0,17,17135,"017135","Paspardo",NA,0,0,646
1,3,17,0,17,17149,"017149","Pontevico",NA,0,51,7121
1,3,17,0,17,17150,"017150","Pontoglio",NA,0,38,6894
1,3,17,0,17,17147,"017147","Poncarale",NA,0,18,5219
1,3,17,0,17,17113,"017113","Montichiari",NA,0,132,23734
1,3,17,0,17,17163,"017163","Rodengo Saiano",NA,0,40,8795
1,3,18,0,18,18062,"018062","Ferrera Erbognone",NA,0,0,1121
1,3,18,0,18,18063,"018063","Filighera",NA,0,0,849
1,3,17,0,17,17114,"017114","Montirone",NA,0,44,5044
1,3,17,0,17,17115,"017115","Mura",NA,0,0,790
1,3,17,0,17,17195,"017195","Verolanuova",NA,0,57,8133
1,3,17,0,17,17164,"017164","Roè Volciano",NA,0,8,4465
1,3,17,0,17,17165,"017165","Roncadelle",NA,0,46,9265
1,3,18,0,18,18029,"018029","Canneto Pavese",NA,0,0,1423
1,3,17,0,17,17196,"017196","Verolavecchia",NA,0,24,3875
1,3,18,0,18,18030,"018030","Carbonara al Ticino",NA,0,0,1516
1,3,18,0,18,18031,"018031","Casanova Lonati",NA,0,0,483
1,3,18,0,18,18032,"018032","Casatisma",NA,0,6,895
1,3,18,0,18,18054,"018054","Corana",NA,0,0,798
1,3,18,0,18,18057,"018057","Corvino San Quirico",NA,0,0,1034
1,3,18,0,18,18047,"018047","Cervesina",NA,0,9,1224
1,3,97,0,97,97091,"097091","Verderio",NA,0,21,5659
1,3,16,0,16,16253,"016253","Val Brembilla",NA,0,23,4522
1,3,20,0,20,20071,"020071","Borgo Virgilio",NA,0,8,14400
1,3,97,0,97,97067,"097067","Perledo",NA,0,22,1025
1,3,108,0,108,108041,"108041","Sovico",NA,0,7,8069
1,3,13,0,13,13255,"013255","Solbiate con Cagno",NA,0,0,4588
1,3,13,0,13,13206,"013206","San Fermo della Battaglia",NA,0,11,7380
1,3,97,0,97,97019,"097019","Castello di Brianza",NA,0,0,2475
1,3,97,0,97,97093,"097093","Valvarrone",NA,0,0,615
1,3,97,0,97,97090,"097090","Viganò",NA,0,0,2012
1,3,98,0,98,98001,"098001","Abbadia Cerreto",NA,0,0,297
1,3,97,0,97,97036,"097036","Galbiate",NA,0,30,8587
1,3,98,0,98,98036,"098036","Marudo",NA,0,6,1568
1,3,98,0,98,98037,"098037","Massalengo",NA,0,20,4192
1,3,98,0,98,98038,"098038","Meleti",NA,0,14,466
1,3,97,0,97,97060,"097060","Oliveto Lario",NA,0,0,1192
1,3,97,0,97,97020,"097020","Cernusco Lombardone",NA,0,19,3851
1,3,15,215,215,15009,"015009","Arese",NA,0,21,19138
1,3,20,0,20,20061,"020061","Sermide e Felonica",NA,0,45,7726
1,3,108,0,108,108039,"108039","Seregno",NA,0,35,43001
1,3,108,0,108,108040,"108040","Seveso",NA,0,17,22733
1,3,108,0,108,108014,"108014","Camparada",NA,0,0,2074
1,3,108,0,108,108015,"108015","Carate Brianza",NA,0,20,17684
1,3,108,0,108,108016,"108016","Carnate",NA,0,15,7177
1,3,108,0,108,108017,"108017","Cavenago di Brianza",NA,0,17,6883
1,3,108,0,108,108018,"108018","Ceriano Laghetto",NA,0,0,6324
1,3,97,0,97,97048,"097048","Merate",NA,0,53,14583
1,3,97,0,97,97049,"097049","Missaglia",NA,0,16,8579
1,3,97,0,97,97025,"097025","Cortenova",NA,0,0,1265
1,3,97,0,97,97026,"097026","Costa Masnaga",NA,0,15,4751
1,3,97,0,97,97027,"097027","Crandola Valsassina",NA,0,0,273
1,3,97,0,97,97028,"097028","Cremella",NA,0,0,1762
1,3,98,0,98,98043,"098043","Ospedaletto Lodigiano",NA,0,14,1853
1,3,98,0,98,98044,"098044","Ossago Lodigiano",NA,0,5,1412
1,3,98,0,98,98059,"098059","Valera Fratta",NA,0,5,1669
1,3,97,0,97,97029,"097029","Cremeno",NA,0,5,1438
1,3,98,0,98,98008,"098008","Casaletto Lodigiano",NA,0,0,2779
1,3,98,0,98,98009,"098009","Casalmaiocco",NA,0,14,3069
1,3,98,0,98,98045,"098045","Pieve Fissiraga",NA,0,9,1604
1,3,98,0,98,98046,"098046","Salerano sul Lambro",NA,0,0,2653
1,3,98,0,98,98047,"098047","San Fiorano",NA,0,26,1804
1,3,98,0,98,98048,"098048","San Martino in Strada",NA,0,33,3624
1,3,97,0,97,97050,"097050","Moggio",NA,0,0,503
1,3,98,0,98,98027,"098027","Galgagnano",NA,0,5,1208
1,3,98,0,98,98028,"098028","Graffignana",NA,0,8,2604
1,3,98,0,98,98029,"098029","Guardamiglio",NA,0,23,2687
1,3,98,0,98,98060,"098060","Villanova del Sillaro",NA,0,8,1732
1,3,98,0,98,98061,"098061","Zelo Buon Persico",NA,0,15,6872
1,3,97,0,97,97013,"097013","Calolziocorte",NA,0,65,14009
1,3,98,0,98,98010,"098010","Casalpusterlengo",NA,0,163,14852
1,3,98,0,98,98049,"098049","San Rocco al Porto",NA,0,39,3464
1,3,98,0,98,98050,"098050","Sant'Angelo Lodigiano",NA,0,38,12665
1,3,98,0,98,98030,"098030","Livraga",NA,0,17,2602
1,3,97,0,97,97014,"097014","Carenno",NA,0,7,1496
1,3,97,0,97,97015,"097015","Casargo",NA,0,0,849
1,3,97,0,97,97082,"097082","Valgreghentino",NA,0,0,3410
1,3,97,0,97,97030,"097030","Dervio",NA,0,7,2681
1,3,97,0,97,97001,"097001","Abbadia Lariana",NA,0,6,3249
1,3,97,0,97,97002,"097002","Airuno",NA,0,8,2979
1,3,97,0,97,97003,"097003","Annone di Brianza",NA,0,6,2292
1,3,98,0,98,98041,"098041","Mulazzano",NA,0,18,5733
1,3,98,0,98,98042,"098042","Orio Litta",NA,0,11,2023
1,3,19,0,19,19107,"019107","Torre de' Picenardi",NA,0,6,2249
1,3,20,0,20,20057,"020057","San Giorgio Bigarello",NA,0,9,11481
1,3,18,0,18,18193,"018193","Colli Verdi",NA,0,0,1156
1,3,97,0,97,97083,"097083","Valmadrera",NA,0,20,11612
1,3,97,0,97,97084,"097084","Varenna",NA,0,0,765
1,3,97,0,97,97086,"097086","Vercurago",NA,0,16,2833
1,3,97,0,97,97031,"097031","Dolzago",NA,0,0,2307
1,3,97,0,97,97032,"097032","Dorio",NA,0,0,337
1,3,97,0,97,97033,"097033","Ello",NA,0,0,1242
1,3,97,0,97,97034,"097034","Erve",NA,0,0,764
1,3,97,0,97,97035,"097035","Esino Lario",NA,0,0,750
1,3,97,0,97,97068,"097068","Pescate",NA,0,0,2188
1,3,97,0,97,97069,"097069","Premana",NA,0,0,2288
1,3,97,0,97,97070,"097070","Primaluna",NA,0,0,2187
1,3,98,0,98,98051,"098051","Santo Stefano Lodigiano",NA,0,23,1902
1,3,97,0,97,97051,"097051","Molteno",NA,0,6,3587
1,3,98,0,98,98011,"098011","Caselle Landi",NA,0,18,1652
1,3,98,0,98,98012,"098012","Caselle Lurani",NA,0,16,3100
1,3,98,0,98,98013,"098013","Castelnuovo Bocca d'Adda",NA,0,33,1700
1,3,98,0,98,98014,"098014","Castiglione d'Adda",NA,0,178,4818
1,3,98,0,98,98052,"098052","Secugnago",NA,0,8,1984
1,3,98,0,98,98053,"098053","Senna Lodigiana",NA,0,9,1997
1,3,98,0,98,98054,"098054","Somaglia",NA,0,27,3661
1,3,97,0,97,97006,"097006","Barzanò",NA,0,7,5171
1,3,97,0,97,97007,"097007","Barzio",NA,0,0,1297
1,3,97,0,97,97071,"097071","Robbiate",NA,0,18,6101
1,3,97,0,97,97072,"097072","Rogeno",NA,0,6,3197
1,3,97,0,97,97018,"097018","Cassina Valsassina",NA,0,0,470
1,3,108,0,108,108043,"108043","Triuggio",NA,0,7,8546
1,3,108,0,108,108044,"108044","Usmate Velate",NA,0,11,10033
1,3,108,0,108,108045,"108045","Varedo",NA,0,23,12773
1,3,108,0,108,108046,"108046","Vedano al Lambro",NA,0,20,7426
1,3,108,0,108,108047,"108047","Veduggio con Colzano",NA,0,7,4434
1,3,16,0,16,16252,"016252","Sant'Omobono Terme",NA,0,14,3893
1,3,108,0,108,108048,"108048","Verano Brianza",NA,0,8,9275
1,3,108,0,108,108049,"108049","Villasanta",NA,0,14,13619
1,3,108,0,108,108050,"108050","Vimercate",NA,0,52,25309
1,3,98,0,98,98062,"098062","Castelgerundo",NA,0,30,1520
1,3,97,0,97,97011,"097011","Bulciago",NA,0,0,2948
1,3,97,0,97,97058,"097058","Olgiate Molgora",NA,0,20,6190
