"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","covid19","pop2011"
1,3,97,0,97,97059,"097059","Olginate",NA,0,13,7102
1,3,98,0,98,98034,"098034","Mairago",NA,0,0,1397
1,3,98,0,98,98022,"098022","Corno Giovine",NA,0,20,1193
1,3,98,0,98,98035,"098035","Maleo",NA,0,45,3249
1,3,97,0,97,97037,"097037","Garbagnate Monastero",NA,0,0,2430
1,3,97,0,97,97038,"097038","Garlate",NA,0,5,2617
1,3,97,0,97,97039,"097039","Imbersago",NA,0,10,2408
1,3,97,0,97,97074,"097074","Santa Maria Hoè",NA,0,7,2207
1,3,98,0,98,98055,"098055","Sordio",NA,0,22,3149
1,3,98,0,98,98056,"098056","Tavazzano con Villavesco",NA,0,18,6099
1,3,97,0,97,97056,"097056","Nibionno",NA,0,7,3630
1,3,97,0,97,97057,"097057","Oggiono",NA,0,20,8750
1,3,98,0,98,98002,"098002","Bertonico",NA,0,0,1168
1,3,98,0,98,98015,"098015","Castiraga Vidardo",NA,0,0,2624
1,3,98,0,98,98017,"098017","Cavenago d'Adda",NA,0,11,2259
1,3,98,0,98,98018,"098018","Cervignano d'Adda",NA,0,16,2119
1,3,98,0,98,98057,"098057","Terranova dei Passerini",NA,0,8,906
1,3,18,0,18,18192,"018192","Corteolona e Genzone",NA,0,0,2490
1,3,108,0,108,108042,"108042","Sulbiate",NA,0,7,4067
1,3,108,0,108,108051,"108051","Busnago",NA,0,14,6413
1,3,108,0,108,108052,"108052","Caponago",NA,0,11,5226
1,3,108,0,108,108053,"108053","Cornate d'Adda",NA,0,16,10363
1,3,108,0,108,108054,"108054","Lentate sul Seveso",NA,0,11,15486
1,3,108,0,108,108055,"108055","Roncello",NA,0,9,3925
1,3,12,0,12,12142,"012142","Maccagno con Pino e Veddasca",NA,0,0,2444
1,3,108,0,108,108034,"108034","Muggiò",NA,0,32,23208
1,3,108,0,108,108035,"108035","Nova Milanese",NA,0,39,22315
1,3,108,0,108,108036,"108036","Ornago",NA,0,5,4702
1,3,108,0,108,108037,"108037","Renate",NA,0,6,4177
1,3,108,0,108,108038,"108038","Ronco Briantino",NA,0,9,3389
1,3,108,0,108,108033,"108033","Monza",NA,1,188,119856
1,3,97,0,97,97078,"097078","Suello",NA,0,17,1686
1,3,97,0,97,97079,"097079","Taceno",NA,0,0,541
1,3,97,0,97,97004,"097004","Ballabio",NA,0,15,4018
1,3,97,0,97,97052,"097052","Monte Marenzo",NA,0,0,1971
1,3,97,0,97,97053,"097053","Montevecchia",NA,0,7,2480
1,3,97,0,97,97054,"097054","Monticello Brianza",NA,0,0,4217
1,3,97,0,97,97055,"097055","Morterone",NA,0,0,34
1,3,97,0,97,97005,"097005","Barzago",NA,0,0,2577
1,3,98,0,98,98031,"098031","Lodi",NA,1,301,43332
1,3,98,0,98,98032,"098032","Lodi Vecchio",NA,0,28,7356
1,3,98,0,98,98033,"098033","Maccastorna",NA,0,0,60
1,3,97,0,97,97016,"097016","Casatenovo",NA,0,25,12664
1,3,97,0,97,97017,"097017","Cassago Brianza",NA,0,7,4406
1,3,17,0,17,17018,"017018","Bienno",NA,0,22,3958
1,3,19,0,19,19116,"019116","Piadena Drizzona",NA,0,10,4132
1,3,20,0,20,20073,"020073","Borgocarbonara",NA,0,0,2123
1,3,15,215,215,15027,"015027","Bollate",NA,0,57,35557
1,3,97,0,97,97045,"097045","Malgrate",NA,0,12,4216
1,3,97,0,97,97021,"097021","Cesana Brianza",NA,0,17,2348
1,3,97,0,97,97022,"097022","Civate",NA,0,12,4019
1,3,97,0,97,97023,"097023","Colico",NA,0,5,7473
1,3,97,0,97,97024,"097024","Colle Brianza",NA,0,0,1736
1,3,98,0,98,98003,"098003","Boffalora d'Adda",NA,0,6,1705
1,3,97,0,97,97040,"097040","Introbio",NA,0,0,2003
1,3,97,0,97,97042,"097042","Lecco",NA,1,131,46705
1,3,97,0,97,97043,"097043","Lierna",NA,0,0,2232
1,3,97,0,97,97061,"097061","Osnago",NA,0,9,4807
1,3,97,0,97,97062,"097062","Paderno d'Adda",NA,0,16,3881
1,3,98,0,98,98004,"098004","Borghetto Lodigiano",NA,0,53,4379
1,3,98,0,98,98005,"098005","Borgo San Giovanni",NA,0,8,2213
1,3,98,0,98,98006,"098006","Brembio",NA,0,19,2647
1,3,98,0,98,98019,"098019","Codogno",NA,0,267,15371
1,3,98,0,98,98020,"098020","Comazzo",NA,0,5,2183
1,3,98,0,98,98021,"098021","Cornegliano Laudense",NA,0,15,2838
1,3,97,0,97,97046,"097046","Mandello del Lario",NA,0,16,10578
1,3,97,0,97,97047,"097047","Margno",NA,0,0,375
1,3,98,0,98,98023,"098023","Cornovecchio",NA,0,0,226
1,3,98,0,98,98024,"098024","Corte Palasio",NA,0,11,1550
1,3,97,0,97,97063,"097063","Pagnona",NA,0,0,402
1,3,97,0,97,97064,"097064","Parlasco",NA,0,0,141
1,3,97,0,97,97065,"097065","Pasturo",NA,0,5,1961
1,3,98,0,98,98039,"098039","Merlino",NA,0,0,1772
1,3,98,0,98,98040,"098040","Montanaso Lombardo",NA,0,14,2231
1,3,98,0,98,98025,"098025","Crespiatica",NA,0,0,2137
1,3,98,0,98,98026,"098026","Fombio",NA,0,28,2288
1,3,97,0,97,97012,"097012","Calco",NA,0,20,5113
1,3,97,0,97,97075,"097075","Sirone",NA,0,0,2391
1,3,97,0,97,97076,"097076","Sirtori",NA,0,0,2920
1,3,97,0,97,97077,"097077","Sueglio",NA,0,0,147
1,3,12,0,12,12143,"012143","Cadrezzate con Osmate",NA,0,0,2590
1,3,19,0,19,19085,"019085","Robecco d'Oglio",NA,0,13,2438
1,3,19,0,19,19063,"019063","Olmeneta",NA,0,11,967
1,3,19,0,19,19033,"019033","Corte de' Frati",NA,0,25,1423
1,3,15,251,251,15251,"015251","Vermezzo con Zelo",NA,0,0,5306
1,3,97,0,97,97008,"097008","Bellano",NA,0,16,3583
1,3,19,0,19,19077,"019077","Pozzaglio ed Uniti",NA,0,12,1471
